"artist","track","line","lyric"
"HER ","Slide",9,"Just tryna get to the bag"
"HER ","Slide",10,"We on the same page, you the same way"
"HER ","Slide",11,"Only keep the fam around me"
"HER ","Slide",12,"So let me know what it's gon' be"
"HER ","Slide",13,"I don't plan on gettin' no sleep, while we"
"HER ","Slide",14,"Doin' our thing, movin' too fast"
"HER ","Slide",15,"Candy paint with the windows all black"
"HER ","Slide",16,"Seats crème brûlée, what they gon' say?"
"HER ","Slide",17,"With the top down screamin', ""Money ain't a thing""And we up 'til six in the mornin'"
"HER ","Slide",18,"When the sun rise, we be on it"
"HER ","Slide",19,"Ooh, I got five, you know it's all live"
"HER ","Slide",20,"Tell me when to go, baby, when we gon' slide?"
"HER ","Slide",21,"Baby, when we gon' slide? Hey, hey"
"HER ","Slide",22,"Up all night, baby, when we gon' slide? Oh, yeah, yeah"
"HER ","Slide",23,"Baby when we gon' slide, slide, slide, slide?"
"HER ","Slide",24,"Slide, uh"
"HER ","Slide",25,"I don't care if we on the run"
"HER ","Slide",26,"Nothin' matters when we one on one"
"HER ","Slide",27,"Lookin' at us 'cause we goin' dumb"
"HER ","Slide",28,"We on the same wave, you the same way"
"HER ","Slide",29,"You know I be down if it's with you"
"HER ","Slide",30,"Where we goin'? Baby, what's the move?"
"HER ","Slide",31,"We should take a trip up to the moon"
"HER ","Slide",32,"Get a room"
"HER ","Slide",33,"Doin' our thing, movin' too fast"
"HER ","Slide",34,"Candy paint with the windows all black"
"HER ","Slide",35,"Seats crème brûlée, what they gon' say?"
"HER ","Slide",36,"With the top down screamin', ""Money ain't a thing""And we up 'til six in the mornin'"
"HER ","Slide",37,"When the sun rise, we be on it"
"HER ","Slide",38,"Ooh, I got five, you know it's all live"
"HER ","Slide",39,"Tell me when to go, baby, when we gon' slide?"
"HER ","Slide",40,"Baby, when we gon' slide? Hey, huh"
"HER ","Slide",41,"Up all night, baby, when we gon' slide? Yeah"
"HER ","Slide",42,"Up all night, baby, when we gon' slide? Oh"
"HER ","Slide",43,"Up all night, baby, when we gon' slide? (4Hunnid)"
"HER ","Slide",44,"I need a baecation"
"HER ","Slide",45,"I need my bitch in an apron"
"HER ","Slide",46,"Booty all out cookin' bacon"
"HER ","Slide",47,"Orange juice and Ace what we drinkin'"
"HER ","Slide",48,"I only come out when the stars out"
"HER ","Slide",49,"I'm on a mission, but we far out"
"HER ","Slide",50,"This city talkin' with a large mouth"
"HER ","Slide",51,"Yeah, they after the boy like Fall Out (4Hunnid)"
"HER ","Slide",52,"Drop it, give me fifty, girl, drop it, give me fifty"
"HER ","Slide",53,"You should slide with me 'cause you be trippin' when you miss me"
"HER ","Slide",54,"You gon' hold me close and on your neck gon' be a hickie"
"HER ","Slide",55,"I ain't gotta do too much, I know what get you sticky"
"HER ","Slide",56,"I ain't gotta know astrology, I know your vibe"
"HER ","Slide",57,"Skip the foreplay, you don't let niggas fuck with your mind"
"HER ","Slide",58,"I ain't givin' out apologies when I'm behind"
"HER ","Slide",59,"Fuckin' up the seats of the brand new ride"
"HER ","Slide",60,"Doin' our thing, movin' too fast"
"HER ","Slide",61,"Candy paint with the windows all black"
"HER ","Slide",62,"Seats crème brûlée, what they gon' say?"
"HER ","Slide",63,"With the top down screamin', ""Money ain't a thing""And we up 'til six in the mornin'"
"HER ","Slide",64,"When the sun rise, we be on it"
"HER ","Slide",65,"Ooh, I got five, you know it's all live"
"HER ","Slide",66,"Tell me when to go, baby, when we gon' slide?"
"HER ","Slide",67,"Baby, when we gon' slide? Hey, huh"
"HER ","Slide",68,"Up all night, baby, when we gon' slide? Yeah"
"HER ","Slide",69,"Up all night, baby, when we gon' slide? Oh"
"HER ","Slide",70,"Up all night, baby, when we gon' slide? Uh"
"HER ","Slide",71,"Fuckin' up the seats of the brand new ride"
"Lil Tjay","FN",1,"(Fuck niggas, I don't trust niggas"
"Lil Tjay","FN",2,"If  you bust triggers and you tell, you a fuck nigga)"
"Lil Tjay","FN",3,"If  you tell, you a fuck nigga"
"Lil Tjay","FN",4,"(How you tell on the gang? If you mention my name"
"Lil Tjay","FN",5,"Boy, I promise I'ma kill you, better duck, nigga"
"Lil Tjay","FN",6,"What's  up with you? I grew up with you"
"Lil Tjay","FN",7,"Used  to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",8,"I used to fuck with you, now I'm wishing that a bus hit you)"
"Lil Tjay","FN",9,"(Fuck  niggas, I don't trust niggas"
"Lil Tjay","FN",10,"If you bust triggers and you tell, you a fuck nigga)"
"Lil Tjay","FN",11,"Fuck nigga"
"Lil Tjay","FN",12,"Nah, Lil Tjay (Fuck nigga), yeah, yeah"
"Lil Tjay","FN",13,"(Now  I'm wishing that a bus hit you)"
"Lil Tjay","FN",14,"Yeah, yeah, yeah (Skrrt, skrrt, yeah)"
"Lil Tjay","FN",15,"Grrr, pow, I'ma skip town, see my wrist drown"
"Lil Tjay","FN",16,"Everybody wanna fuck with me for benefits now"
"Lil Tjay","FN",17,"Man, I wish my nigga Smelly could've seen me lit now"
"Lil Tjay","FN",18,"Sit down, maybe roll up, blow a spliff down"
"Lil Tjay","FN",19,"Time go by, niggas change so much"
"Lil Tjay","FN",20,"Why the fuck these niggas looking at my chain so much?"
"Lil Tjay","FN",21,"They just mad 'cause I departed from the game so much"
"Lil Tjay","FN",22,"One false move and the gang gon' bust"
"Lil Tjay","FN",23,"Cartier glasses, 20/20, got a clear view"
"Lil Tjay","FN",24,"You a man, I don't fear you"
"Lil Tjay","FN",25,"Act up, we gon' mask up, boy, I dare you"
"Lil Tjay","FN",26,"Brody catch a body, I'ma leave you in the rearview"
"Lil Tjay","FN",27,"Could have did it to me, lil' nigga, you were scared to"
"Lil Tjay","FN",28,"You a bluff and you not who you appear to"
"Lil Tjay","FN",29,"You'd be starstruck if you see a nigga near you"
"Lil Tjay","FN",30,"And your bitch wanna fuck, I don't care to"
"Lil Tjay","FN",31,"Careful, if I say links, plan's canceled"
"Lil Tjay","FN",32,"I can have your shorty in my bed doing dance moves"
"Lil Tjay","FN",33,"Fuck that, let's get right back to the real shit"
"Lil Tjay","FN",34,"In the field shit, niggas really used to drill shit"
"Lil Tjay","FN",35,"Mama stressed out, whole lot she gotta deal with"
"Lil Tjay","FN",36,"Swear every real nigga gon' feel this"
"Lil Tjay","FN",37,"Smokin' on drugs 'cause there's too much to deal with"
"Lil Tjay","FN",38,"SB strapped up in the field with it"
"Lil Tjay","FN",39,"Fuck niggas, I don't trust niggas"
"Lil Tjay","FN",40,"If you bust triggers and you tell, you a fuck nigga"
"Lil Tjay","FN",41,"How you tell on the gang? If you mention my name"
"Lil Tjay","FN",42,"Boy, I promise I'ma kill you, better duck, nigga"
"Lil Tjay","FN",43,"What's up with you? I grew up with you"
"Lil Tjay","FN",44,"Used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",45,"I used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",46,"Fuck niggas, I don't trust niggas"
"Lil Tjay","FN",47,"If you bust triggers and you tell, you a fuck nigga"
"Lil Tjay","FN",48,"How you tell on the gang? If you mention my name"
"Lil Tjay","FN",49,"Boy, I promise I'ma kill you, better duck, nigga"
"Lil Tjay","FN",50,"What's up with you? I grew up with you"
"Lil Tjay","FN",51,"Used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",52,"I used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",53,"My mama know about the pain, thought I'd never change"
"Lil Tjay","FN",54,"But looking back, for the fame, I felt the same"
"Lil Tjay","FN",55,"I was stuck up in the streets, but I had a brain"
"Lil Tjay","FN",56,"I ain't have no money, we was looking for a nigga chain"
"Lil Tjay","FN",57,"And shit, all I ever wanted was to have a name"
"Lil Tjay","FN",58,"Had a lot of shit to lose, not enough to gain"
"Lil Tjay","FN",59,"And that fuck nigga changed, went against the grain"
"Lil Tjay","FN",60,"Found out my homie went fed, almost went insane"
"Lil Tjay","FN",61,"Strictly business, you ain't with it, you get parked, nigga"
"Lil Tjay","FN",62,"I don't know you, you wasn't with me from the start, nigga"
"Lil Tjay","FN",63,"I remember catching stains in the park, nigga"
"Lil Tjay","FN",64,"Me and Bubba tryna catch an opp after dark, nigga"
"Lil Tjay","FN",65,"My mama told me, ""Wisen up, be a smart nigga"""
"Lil Tjay","FN",66,"So all my niggas on go like a kart, nigga"
"Lil Tjay","FN",67,"Smelly drive mean a bullet to your heart, nigga"
"Lil Tjay","FN",68,"I don't really wanna speak facts, see the chart, nigga"
"Lil Tjay","FN",69,"Grrr, pow, I'ma skip town, see my wrist drown"
"Lil Tjay","FN",70,"Everybody wanna fuck with me for benefits now"
"Lil Tjay","FN",71,"Man, I wish my nigga Smelly could've seen me lit now"
"Lil Tjay","FN",72,"Sit down, maybe roll up, blow a spliff down"
"Lil Tjay","FN",73,"Time go by, niggas change so much"
"Lil Tjay","FN",74,"Why the fuck these niggas looking at my chain so much?"
"Lil Tjay","FN",75,"They just mad 'cause I departed from the game so much"
"Lil Tjay","FN",76,"One false move and the gang gon' bust"
"Lil Tjay","FN",77,"Fuck niggas, I don't trust niggas"
"Lil Tjay","FN",78,"If you bust triggers and you tell, you a fuck nigga"
"Lil Tjay","FN",79,"How you tell on the gang? If you mention my name"
"Lil Tjay","FN",80,"Boy, I promise I'ma kill you, better duck, nigga"
"Lil Tjay","FN",81,"What's up with you? I grew up with you"
"Lil Tjay","FN",82,"Used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",83,"I used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",84,"Fuck niggas, I don't trust niggas"
"Lil Tjay","FN",85,"If you bust triggers and you tell, you a fuck nigga"
"Lil Tjay","FN",86,"How you tell on the gang? If you mention my name"
"Lil Tjay","FN",87,"Boy, I promise I'ma kill you, better duck, nigga"
"Lil Tjay","FN",88,"What's up with you? I grew up with you"
"Lil Tjay","FN",89,"Used to fuck with you, now I'm wishing that a bus hit you"
"Lil Tjay","FN",90,"I used to fuck with you, and now I'm wishing that a bus hit you"
"Lil Tjay","FN",91,"Lil Tjay"
"Lil Tjay","FN",92,"Yeah, yeah, yeah"
"Lil Tjay","FN",93,"Oh"
"Roddy Ricch ","Start Wit Me",1,"(Oh Lord, Jetson made another one)"
"Roddy Ricch ","Start Wit Me",2,"I been done ride through another nigga city"
"Roddy Ricch ","Start Wit Me",3,"I got a brand new Draco with me"
"Roddy Ricch ","Start Wit Me",4,"Clip got thirty-three, Scottie Pippen"
"Roddy Ricch ","Start Wit Me",5,"Bitch nigga ain't heard of me, I got a Richard"
"Roddy Ricch ","Start Wit Me",6,"Drippin', my sweatsuit Givenchy"
"Roddy Ricch ","Start Wit Me",7,"I brought my strap in the party"
"Roddy Ricch ","Start Wit Me",8,"And my diamonds offset like Cardi"
"Roddy Ricch ","Start Wit Me",9,"Got a bad bitch with me, she a Barbie, huh"
"Roddy Ricch ","Start Wit Me",10,"You don't wanna start with me"
"Roddy Ricch ","Start Wit Me",11,"Got some hood niggas postin' in Le Jardin"
"Roddy Ricch ","Start Wit Me",12,"I have his nigga on back of a carton"
"Roddy Ricch ","Start Wit Me",13,"Spend Larry Bird, thirty-three on Cartier"
"Roddy Ricch ","Start Wit Me",14,"I got thirty-three bitches with me"
"Roddy Ricch ","Start Wit Me",15,"I'ma float through the city sippin' on some chardonnay"
"Roddy Ricch ","Start Wit Me",16,"Fuck it, I'ma buy it out the bar today"
"Roddy Ricch ","Start Wit Me",17,"Fuck it, I'm buying out Barney's, yay"
"Roddy Ricch ","Start Wit Me",18,"I'ma hang with the gangbangers"
"Roddy Ricch ","Start Wit Me",19,"He only hang with the feds and the rats and the mice"
"Roddy Ricch ","Start Wit Me",20,"If my young nigga pull up with the bullets"
"Roddy Ricch ","Start Wit Me",21,"I'ma pull up with the strap, we gon' get him on sight"
"Roddy Ricch ","Start Wit Me",22,"We gon' make a thriller like Mike"
"Roddy Ricch ","Start Wit Me",23,"Car candy painted, Mike and Ike"
"Roddy Ricch ","Start Wit Me",24,"And my diamonds lookin' like a light"
"Roddy Ricch ","Start Wit Me",25,"I'ma fly a private like a kite"
"Roddy Ricch ","Start Wit Me",26,"Got the Bentley coupe in China white"
"Roddy Ricch ","Start Wit Me",27,"I been done ride through another nigga city"
"Roddy Ricch ","Start Wit Me",28,"I got a brand new Draco with me"
"Roddy Ricch ","Start Wit Me",29,"Clip got thirty-three, Scottie Pippen"
"Roddy Ricch ","Start Wit Me",30,"Bitch nigga ain't heard of me, I got a Richard"
"Roddy Ricch ","Start Wit Me",31,"Drippin', my sweatsuit Givenchy"
"Roddy Ricch ","Start Wit Me",32,"I brought my strap in the party"
"Roddy Ricch ","Start Wit Me",33,"And my diamonds offset like Cardi"
"Roddy Ricch ","Start Wit Me",34,"Got a bad bitch with me, she a Barbie, huh"
"Roddy Ricch ","Start Wit Me",35,"You don't wanna start with me"
"Roddy Ricch ","Start Wit Me",36,"No, you don't wanna start with me (No, you don't wanna start with me)"
"Roddy Ricch ","Start Wit Me",37,"Niggas pull up with Glock, AK's and TEC's (Uh-huh)"
"Roddy Ricch ","Start Wit Me",38,"Runnin' up your whole block like a full court press"
"Roddy Ricch ","Start Wit Me",39,"No, you don't wanna start with me (No, you don't wanna start with me)"
"Roddy Ricch ","Start Wit Me",40,"No, you don't wanna start with me (No, you don't wanna start with me)"
"Roddy Ricch ","Start Wit Me",41,"I know cold-hearted demons, they can smell your flesh (Uh-huh)"
"Roddy Ricch ","Start Wit Me",42,"Walk up on a pussy nigga, shoot him dead in the chest"
"Roddy Ricch ","Start Wit Me",43,"No, you don't wanna start with me (Nah)"
"Roddy Ricch ","Start Wit Me",44,"Made a lot of plays, hood got J's"
"Roddy Ricch ","Start Wit Me",45,"I kept me a bag with some hard in it (Hard in it)"
"Roddy Ricch ","Start Wit Me",46,"Rappin', made a name"
"Roddy Ricch ","Start Wit Me",47,"Now I get paid for a stage, I keep a guitar with me ('Tar with me)"
"Roddy Ricch ","Start Wit Me",48,"Executive, ayy, black President Escalade"
"Roddy Ricch ","Start Wit Me",49,"Bulletproof with a bar in it (Bar in it)"
"Roddy Ricch ","Start Wit Me",50,"Go against it, it gon' be a hard ending (Hard ending)"
"Roddy Ricch ","Start Wit Me",51,"I fucked and left, I hope it ain't no hard feelings (Nah)"
"Roddy Ricch ","Start Wit Me",52,"Was broke as fuck, that's how I started drug dealin' (Drug)"
"Roddy Ricch ","Start Wit Me",53,"Get some millions, it'll make a nigga love livin'"
"Roddy Ricch ","Start Wit Me",54,"Andrew Jackson, my lil' niece and nephew love twenties"
"Roddy Ricch ","Start Wit Me",55,"Me and Roddy got a get it out the mud business"
"Roddy Ricch ","Start Wit Me",56,"Made a hundred racks on a C-day"
"Roddy Ricch ","Start Wit Me",57,"Made a million dollars on a weekday"
"Roddy Ricch ","Start Wit Me",58,"Fifteen thousand on a cheap day"
"Roddy Ricch ","Start Wit Me",59,"Whippin' up dope like a deep dish"
"Roddy Ricch ","Start Wit Me",60,"Junkies outside, no rebates"
"Roddy Ricch ","Start Wit Me",61,"I been done ride through another nigga city"
"Roddy Ricch ","Start Wit Me",62,"I got a brand new Draco with me"
"Roddy Ricch ","Start Wit Me",63,"Clip got thirty-three, Scottie Pippen"
"Roddy Ricch ","Start Wit Me",64,"Bitch nigga ain't heard of me, I got a Richard"
"Roddy Ricch ","Start Wit Me",65,"Drippin', my sweatsuit Givenchy"
"Roddy Ricch ","Start Wit Me",66,"I brought my strap in the party"
"Roddy Ricch ","Start Wit Me",67,"And my diamonds offset like Cardi"
"Roddy Ricch ","Start Wit Me",68,"Got a bad bitch with me, she a Barbie, huh"
"Roddy Ricch ","Start Wit Me",69,"You don't wanna start with me"
"Roddy Ricch ","Start Wit Me",70,"Hot girl like Arizona"
"Roddy Ricch ","Start Wit Me",71,"Plug in Colombia, my diamonds in Africa"
"Roddy Ricch ","Start Wit Me",72,"I'm like, ""Fuck the DA"""
"Roddy Ricch ","Start Wit Me",73,"Groupies been fuckin' my DJ"
"Roddy Ricch ","Start Wit Me",74,"And shawty had an ass on her"
"Khalid ","Saturday Nights",1,"Saturday nights, blueberry cigarillos"
"Khalid ","Saturday Nights",2,"Swishers make my throat hurt"
"Khalid ","Saturday Nights",3,"Rolling OCB's on the side for me"
"Khalid ","Saturday Nights",4,"Light 'em up and let 'em both burn"
"Khalid ","Saturday Nights",5,"Family feuds, say your mom's confused"
"Khalid ","Saturday Nights",6,"Off of shit she doesn't wanna learn"
"Khalid ","Saturday Nights",7,"But daddy's gone, say he's never home"
"Khalid ","Saturday Nights",8,"And wishing only makes it worse"
"Khalid ","Saturday Nights",9,"I guess there's certain dreams that you gotta keep"
"Khalid ","Saturday Nights",10,"'Cause they'll only know what you let 'em see"
"Khalid ","Saturday Nights",11,"All the things that I know"
"Khalid ","Saturday Nights",12,"That your parents don't"
"Khalid ","Saturday Nights",13,"They don't care like I do"
